text,label,translated
"Well , I can't make it on Friday either , but I'm free on Saturday night . What time does it start ?",9,"음, 저도 금요일에는 갈 수 없지만, 토요일 밤에는 시간이 있어요. 그것은 몇 시에 시작합니까?"
"Just a minute , please .",9,잠시만요.
Which bus do I have to change ?,9,몇 번 버스를 갈아타야 합니까?
Yeah . Mixed marriage is tempting but crisis-ridden .,9,그래요. 혼혈은 유혹적이지만 위기가 있어요.
You ‘ re welcome .,9,천만에요.
Just a moment . I'll make out your duty memo . ( Writing and giving the memo to Mr . Green ) Take it and pay the girl over there .,9,잠시만요. 제가 당신의 의무 메모를 작성해 드리겠습니다. (글을 써서 그린 씨에게 건네며) 그것을 가지고 저기 있는 아가씨에게 돈을 내세요.
"Well , perhaps , another time .",9,"음, 아마도, 다음에."
Well could you do me the favor of making this quick ? It ’ s the third quarter and you ’ Ve been blabbering on since the first !,9,제 부탁을 들어주실 수 있을까요? 3쿼터인데 1쿼터부터 계속 지껄이고 있구나!
"Now we arrive at the Cambridge University , it is one of the oldest universities in the world .",9,이제 우리는 케임브리지 대학에 도착했다. 그것은 세계에서 가장 오래된 대학 중 하나이다.
I just lost my job . My boss just told me .,9,방금 실직했어요. 사장님이 방금 말씀하셨어요.
So let's eat out .,9,그러니까 외식하자.
It's my dream .,9,내 꿈이다.
"Cool ! What kind of Chinese painting do you prefer , free sketch or claborate-style painting ?",9,"멋지다! 너는 어떤 종류의 중국 그림을 좋아하니, 프리스케치 아니면 클라보레이트 스타일의 그림?"
"Jack , I don't know what to say to comfort you , but cheer up ! There are plenty of fish in the sea and you'll find your soul mate , your perfect match !",9,"잭, 너를 위로하기 위해 뭐라고 말해야 할지 모르겠지만 힘내! 바다에는 많은 물고기들이 있고 너는 너의 영혼의 짝, 너의 완벽한 짝을 찾을 수 있을 거야!"
"Our newest 15 - inch Pro is only $ 2,100 .",9,"우리 회사의 최신 15인치 프로는 겨우 2,100달러입니다."
You will stand over here up against this plate .,9,당신은 여기 이 접시에 기대어 서 있을 것이다.
You are so kind ! Thank you very much .,9,정말 친절하시네요! 정말 감사합니다.
You did mess up on something .,9,당신은 뭔가를 망쳤어요.
Are you sure you're using the right program ?,9,올바른 프로그램을 사용하고 있는 것이 확실합니까?
Thank you . What shall I do when I check out these books ?,9,감사해요. 이 책들을 대출할 때는 어떻게 해야 하나요?
Then you might need to pretend to be a little crazy .,9,그러면 좀 미친 척 해야 할 것 같아요.
Can I bring you some dessert ?,9,디저트 좀 갖다 드릴까요?
Why ? What's stressing you out ?,9,왜요? 뭐 때문에 스트레스 받아요?
I don ’ t have onions on my list . I ’ ll add them . We should get some tea . Is green tea ok or should we get the same tea that we usually get ?,9,"제 리스트에 양파가 없어요. 추가할게요. 차를 좀 마셔야겠어요. 녹차가 괜찮은가요, 아니면 우리가 보통 마시는 것과 같은 차를 사야 하나요?"
"Ok , hold it . Remember to be punctual next time 。",9,"알았어, 잠깐만. 다음에는 시간 엄수하는 거 잊지 마. ㅠㅠ。"
I see . How can I pay by Telegraphic Transfer ?,9,그렇군요. 전신환으로 결제는 어떻게 하나요?
How is the college search going ?,9,대학 수색은 어떻게 진행되고 있나요?
How nice of him ! I'll be delighted to go . But what time would be convenient ?,9,정말 친절하시군요! 기꺼이 가겠습니다. 그런데 몇 시가 편할까요?
"Well , they had enough harvests for the next winter and celebration 。 They decided to have a big feast for the natives , giving thanks the land , and everyone for the foods , healthy and new lives .",9,"음, 그들은 다음 겨울을 위한 충분한 수확과 축하를 했다. ① 그들은 원주민들과 모든 사람들에게 음식, 건강, 그리고 새로운 삶에 대한 감사를 표하며 큰 잔치를 열기로 결정했다."
"What memo ? There haven't been any memos this whole week . I check my unbox every day , and I haven't seen anything .",9,무슨 메모? 이번 주 내내 메모가 없었어요. 나는 매일 내 상자를 확인하고 아무것도 보지 못했다.
I think so .,9,그런 것 같아요.
What didn't you like about it ?,9,뭐가 싫었습니까?
Yes . I have to change a room .,9,네. 방을 바꿔야 해요.
"Now , Mr . Smith , could you fill out this registration form , please ?",9,"자, 스미스 씨, 이 등록 양식을 작성해 주시겠습니까?"
"no . I used to have one though . Once I started using my bicycle to get around , I found that I didn't really need it .",9,아니요. 예전에는 자전거가 있었는데 자전거를 타고 다니기 시작하면 자전거가 필요 없다는 걸 알게 됐어요.
"But you know if he brought it or not , right ?",9,하지만 그가 그것을 가져왔는지 아닌지는 알고 있지?
"Yeah , it costed a bundle alright .",9,"네, 돈이 많이 들었어요."
I ’ m just not looking forward to cleaning it !,9,나는 단지 그것을 청소하는 것이 기대되지 않을 뿐이야!
"Well , obviously , what you ’ re doing is not good enough !",9,"음, 분명히, 당신이 하고 있는 것은 충분하지 않아요!"
In about twenty minutes .,9,약 20분 후에.
No . 164 in lane 3 achieved 11 ' 16 in the 100 meter dash . Isn't that something ?,9,3번 레인의 164번은 100미터 달리기에서 11피트 16인치를 달성했다. 대단하지 않아요?
"I'm sorry for running it , but I really didn't know .",9,"운영해서 미안하지만, 나는 정말 몰랐어요."
"When the weather gets really cold , it gets worse .",9,"날씨가 정말 추워지면, 더 나빠진다."
really ? I don ’ t see the attraction . I ’ m afraid of mice .,9,정말? 나는 그 매력이 보이지 않는다. 저는 쥐가 무서워요.
Can you tell me how long the pipe has been leaking ?,9,파이프가 얼마나 오랫동안 새고 있었는지 말해줄 수 있나요?
I still think that they only got married to get more publicity for their movies and themselves .,9,나는 여전히 그들이 영화와 그들 자신에 대한 더 많은 홍보를 위해 결혼했다고 생각한다.
"I think as long as you try your best and don ’ t think of anything too much , everything will be all right .",9,나는 네가 최선을 다하고 너무 많은 것을 생각하지 않는 한 모든 것이 잘 될 거라고 생각해.
"yes , I just adopted her from the humane society this weekend .",9,"네, 저는 이번 주말에 그녀를 인간 사회에서 입양했어요."
Of course I have .,9,당연히 갖고 있죠.
That ’ s a good idea . It must be easy to find a job in shanghai .,9,좋은 생각이에요. 상하이에서 일자리를 구하는 것은 분명 쉬울 것이다.
You ’ ll find the pipe in my bathroom .,9,내 욕실에서 파이프를 찾을 수 있을 거야.
How long have you been on your current job ?,9,당신은 현재 일을 한지 얼마나 되었습니까?
Who is the author ?,9,저자가 누구입니까?
OK . Could you turn it down ?,9,알았어요. 소리 좀 줄여주시겠어요?
"Just a moment , please . I ’ ll see if she ’ s free .",9,잠시 기다려 주세요. 그녀가 시간이 있는지 알아볼게요.
"You know how you run on a treadmill but don't go anywhere ? Well , it's the same thing .",9,러닝머신을 뛰면서도 아무 데도 가지 않는 방법을 알고 있나요? 그건 똑같은 거예요.
I ’ Ve been really busy . How is everything ?,9,정말 바빴어요. 별일 없으시죠?
"No , we haven't . And I'm not going to get any !",9,"아니요, 아직 없어요. 그리고 난 아무것도 얻지 못할 거예요!"
"Go to the Human Resource Office , please . You can get it there .",9,인사과로 가 주세요. 거기서 구할 수 있어요.
Are you tired ?,9,당신은 피곤합니까?
"Hi , I am just looking .",9,"안녕하세요, 그냥 보고 있어요."
Of course.How do you like your room ?,9,물론이야.네 방이 마음에 드니?
( After the show ) It's an excellent musical . The acting was very expressive and the songs and dancing were superb .,9,(공연이 끝난 후) 훌륭한 뮤지컬입니다. 그 연기는 매우 표현력이 있었고 노래와 춤은 훌륭했다.
what's that ?,9,그게 뭔데요?
Coming as ?,9,로 오시나요?
I think all you need is just a vacation .,9,당신에게 필요한 것은 휴가뿐이라고 생각합니다.
But I ’ Ve gotta have the budge before anything else .,9,하지만 나는 다른 무엇보다 먼저 예산을 잡아야 한다.
"But kids like watching things like that . It's just for fun , would't you say ?",9,"하지만 아이들은 그런 것들을 보는 것을 좋아해요. 그냥 재미로 그러는 거예요, 안 그래요?"
"Well , we offer 60 - day or 90 - day loans . The balance of the loan is to be repaid in full by the end of the specified period .",9,"음, 우리는 60일 혹은 90일 대출을 제공합니다. 대출 잔액은 지정된 기간이 끝날 때까지 전액 상환되어야 한다."
I want to make a long distance phone call .,9,장거리 전화를 걸고 싶습니다.
I thought you would like PE .,9,나는 네가 체육을 좋아할 거라고 생각했어.
"he ’ s fine , but he had a fever last week . He probably just had a cold .",9,"그는 괜찮지만, 그는 지난주에 열이 있었다. 그는 아마 감기에 걸렸을 것이다."
Would you mind waiting a while ?,9,잠시만 기다려 주시겠습니까?
"Paper , please .",9,종이 봉지로 주세요.
sure . Have you got anywhere in mind ?,9,물론이죠. 생각해 둔 곳이 있나요?
"Oh , no ! I ’ Ve been assigned to work with Jerry for our group project .",9,"오, 안돼! 나는 제리와 함께 우리 그룹 프로젝트를 위해 일하도록 배정받았다."
"Yes , I have , Mr . Thomas . We'll pack them two dozen to one carton , and the gross weight is around 25 kilos a carton .",9,"네, 그렇습니다, 토마스 씨. 우리는 그것들을 한 상자에 24개씩 포장할 것이고, 총 무게는 한 상자에 약 25킬로그램입니다."
"He's on the other line , can you hold for a minute ?",9,"그는 다른 전화를 받고 있는데, 잠시만 기다려 주시겠어요?"
"No , they are from other factories .",9,"아니요, 그들은 다른 공장에서 왔습니다."
"I really , really want a house , even though it is small like a snail house .",9,달팽이집처럼 작지만 정말 정말 집을 갖고 싶어요.
There is a charge on here that I never made .,9,여기에 내가 한 번도 하지 않은 요금이 있다.
I hate dentists .,9,나는 치과의사가 싫다.
"Oh , Ben has been cooking for us since I started attending this evening class . The good thing is , he has made great progress in cooking .",9,"오, 벤은 내가 오늘 저녁 수업에 참석하기 시작한 이후로 우리를 위해 요리해왔어. 좋은 점은, 그는 요리에서 큰 발전을 이뤘다는 것이다."
Maybe you're right . But I'm still worried .,9,네 말이 맞을지도 몰라. 하지만 난 여전히 걱정돼.
Let's go out and enjoy the fresh air .,9,나가서 신선한 공기를 즐기자.
This is the first floor . The second floor is one level up .,9,여기는 1층입니다. 2층은 한 층 위에 있다.
Those are beautiful . They smell lovely . Thank you .,9,그것들은 아름답다. 그들은 사랑스러운 냄새가 난다. 감사해요.
Splendid .,9,훌륭한.
Ok . Don't forget to bring your umbrella . The rain can start up again anytime .,9,알았어요. 우산 가져오는 거 잊지 마세요. 비는 언제든지 다시 내리기 시작할 수 있다.
I was hoping you would come .,9,나는 네가 오기를 바라고 있었다.
May son adores my new hairstyle so I suppose it is worth it .,9,메이슨은 나의 새로운 헤어스타일을 사랑하기 때문에 그럴 가치가 있다고 생각한다.
Don't know what ?,9,뭐가 뭔지 모르겠어요?
I'm going to help him .,9,나는 그를 도울 것이다.
That's wonderful . I appreciate your efficiency and cooperation .,9,잘됐네요. 당신의 효율성과 협조에 감사드립니다.
That's cool . Care for a little quiz on that ?,9,멋지네요. 퀴즈 좀 내볼까요?
"An American one , please . I am in a hurry .",9,미국 것으로 주세요. 급합니다.
"About a year ago . She lives in an apartment on 3rd street , across from the public library .",9,1년 전쯤에. 그녀는 공공 도서관 건너편 3번가에 있는 아파트에 산다.
I ’ ll go to your apartment tomorrow to fix the pipe .,9,나는 내일 당신의 아파트에 파이프를 고치러 갈 것이다.
All the laundry will be ready by 5,9,5시까지 모든 세탁물이 준비될 것이다
What other activities will you have tomorrow ?,9,내일은 또 어떤 활동을 할 예정입니까?
You are such a good father . It's next Sunday .,9,넌 정말 좋은 아빠야. 다음 주 일요일이에요.
"$ 3075 . Our paychecks our $ 3300 , combined . That means we don ’ t have any receipts for $ 225 .",9,$ 3075 . 우리의 급여는 합쳐서 3300달러이다. 225달러에 대한 영수증이 없다는 뜻입니다.
"Yeah , I ’ m going for a hike in the southern Rocky Mountains .",9,"네, 저는 남부 로키 산맥으로 하이킹을 갈 거예요."
The mangoes are on sale today .,9,망고가 오늘 세일 중이다.
"Gave me the receipt , please .",9,영수증 주세요.
"Well , I'll be back in a minute .",9,"그럼, 금방 돌아올게요."
"I know , sir . Those aren't telephone company charges . Those are hotel charges .",9,"알아요, 손님. 그것들은 전화 회사 요금이 아닙니다. 그것들은 호텔 요금입니다."
"Sorry , our prices are set .",9,"죄송합니다, 저희 가격은 정해져 있습니다."
We can only go fast on the motor ways if there isn ’ t much traffic . I think we should allow ourselves plenty of time to get there . Being early is much better than being late .,9,우리는 차가 많이 막히지 않을 때에만 고속도로를 빠르게 달릴 수 있다. 나는 우리가 거기에 도착할 충분한 시간을 가져야 한다고 생각한다. 일찍 가는 것이 늦는 것보다 훨씬 낫다.
We provide up-to-date training on state of the art equipment .,9,우리는 최첨단 장비에 대한 최신 교육을 제공한다.
I'm quite sure . I've always loved working with children .,9,나는 아이들과 일하는 것을 항상 좋아했어요.
Do you feel comfortable with the new system by microcosm ?,9,당신은 그 새로운 시스템에 대해 미시적으로 편안함을 느끼나요?
"We might have a printer here next month . But for now , you'll have to go to the lab .",9,다음 달에 프린터가 있을지도 몰라요. 하지만 지금은 연구실로 가셔야 할 거예요.
Do you mind I have a look at your computer ?,9,제가 당신의 컴퓨터를 봐도 될까요?
"Not very often . Making coffee is a bit troublesome . Most of the time , I just buy takeout at Starbucks . And also , I quite like instant coffee .",9,"자주는 아니야. 커피를 만드는 것은 조금 귀찮은 일이야. 대부분의 경우, 나는 그냥 스타벅스에서 테이크아웃을 사. 그리고 또한, 나는 인스턴트 커피를 꽤 좋아해."
Can you finish your homework in ten minutes ?,9,너는 10분 안에 숙제를 끝낼 수 있니?
"Sir , housekeeping will bring you a basketful of amenities momentarily .",9,"고객님, 객실 청소는 잠시 후에 편의용품 바구니를 가져다 드리겠습니다."
I can't believe you are watching movies . The weather is great . You should be outside .,9,네가 영화를 보고 있다니 믿을 수가 없어. 날씨가 좋다. 당신은 밖에 있어야 해요.
I see . Now I want to check out two books on spoken English . Can you show me where I can find them ?,9,그렇군요. 이제 구어체 영어에 관한 책 두 권을 빌리고 싶은데 어디서 찾을 수 있는지 알려주시겠어요?
"Honey , can you set the table ?",9,"자기야, 식탁 좀 차려줄래?"
"Moreover , it's easy to clean , right ? You are really lazy .",9,"게다가, 청소하기 쉽죠? 당신은 정말 게으르군요."
Are you sick ?,9,어디 아프세요?
I'll give you an application form when I see you .,9,제가 당신을 만나면 신청서를 드리겠습니다.
Let's go to work . We want to have the tree ready to light up by evening .,9,일하러 갑시다. 우리는 저녁까지 나무에 불을 붙일 준비를 하고 싶다.
"Wow , it sounds like a lot of work . I guess I'm too lazy to do all that .",9,"와, 일이 많을 것 같네요. 제가 너무 게을러서 그걸 다 할 수가 없는 것 같아요."
"Duh ! He's like the hottest and most popular guy at school ! Come on , dad ! Please !",9,"와! 그는 학교에서 가장 섹시하고 인기 있는 남자야! 제발, 아빠!"
Yes . We have an appointment at eight o ’ clock .,9,네. 8시에 약속이 있어요.
"Yes , my father gave it to me for my birthday . Do you like it ?",9,"응, 아빠가 생일선물로 주셨어. 마음에 드세요?"
It comes to $ 40 .,9,총 40달러입니다.
I was wondering if you have any vegetarian choices .,9,저는 당신이 채식주의자들을 선택할 수 있는지 궁금합니다.
"I see . Skills are about specialty , and educational background is easy as well . But what about related experience ? I have little work experience .",9,"그렇군요. 기술은 특기이고, 학력 또한 쉽습니다. 하지만 관련된 경험은 어떤가요? 나는 일 경험이 거의 없다."
"I am sorry , miss , it's not allowed unless you want to buy it .",9,"죄송합니다, 아가씨, 구매하실 생각이 없으시면 안 됩니다."
I hear that some guys splash all their money about on them .,9,나는 어떤 남자들이 그들에게 모든 돈을 쏟아 붓는다고 들었다.
