idx,Question_no,Set_no,idx1,idx2,idx3,idx4
796,Q397,2,41,12,910,1206
797,Q398,2,986,1021,1039,1425
798,Q399,2,529,1145,935,1279
799,Q400,2,1123,909,459,1315
800,Q1,3,431,29,895,1302
801,Q2,3,698,946,1002,1204
802,Q3,3,754,400,697,1464
803,Q4,3,120,658,926,1528
804,Q5,3,317,687,858,1234
805,Q6,3,731,1020,710,1499
806,Q7,3,682,231,296,1370
807,Q8,3,352,932,617,1377
808,Q9,3,733,827,755,1206
809,Q10,3,256,235,623,1436
810,Q11,3,1052,417,1116,1349
811,Q12,3,959,87,221,1566
812,Q13,3,65,674,145,1253
813,Q14,3,1107,819,1108,1225
814,Q15,3,97,470,980,1441
815,Q16,3,55,1051,788,1262
816,Q17,3,1046,1093,801,1284
817,Q18,3,968,104,1168,1527
818,Q19,3,1137,928,349,1540
819,Q20,3,106,718,672,1380
820,Q21,3,786,1103,690,1221
821,Q22,3,823,820,21,1344
822,Q23,3,517,495,722,1473
823,Q24,3,566,1037,1157,1558
824,Q25,3,866,1128,902,1386
825,Q26,3,6,904,900,1468
826,Q27,3,43,586,168,1236
827,Q28,3,1025,236,1185,1418
828,Q29,3,63,1196,17,1496
829,Q30,3,0,925,479,1227
830,Q31,3,605,362,652,1597
831,Q32,3,204,511,543,1245
832,Q33,3,1011,191,515,1524
833,Q34,3,809,592,855,1471
834,Q35,3,1069,826,1164,1501
835,Q36,3,854,920,806,1454
836,Q37,3,719,152,504,1514
837,Q38,3,478,405,644,1336
838,Q39,3,225,914,1023,1538
839,Q40,3,778,13,812,1329
840,Q41,3,1050,268,111,1300
841,Q42,3,262,967,486,1435
842,Q43,3,596,791,254,1314
843,Q44,3,446,450,27,1388
844,Q45,3,371,383,305,1366
845,Q46,3,676,258,109,1414
846,Q47,3,462,210,1078,1593
847,Q48,3,565,551,839,1451
848,Q49,3,1131,38,122,1503
849,Q50,3,1029,599,302,1567
850,Q51,3,911,1125,750,1403
851,Q52,3,563,913,1008,1391
852,Q53,3,787,105,934,1233
853,Q54,3,1012,853,31,1255
854,Q55,3,836,834,282,1492
855,Q56,3,170,1170,573,1251
856,Q57,3,358,939,878,1226
857,Q58,3,146,965,760,1338
858,Q59,3,1119,1065,923,1511
859,Q60,3,810,714,641,1271
860,Q61,3,344,921,39,1266
861,Q62,3,129,316,726,1295
862,Q63,3,457,260,335,1270
863,Q64,3,767,675,466,1290
864,Q65,3,1043,575,953,1415
865,Q66,3,561,744,261,1272
866,Q67,3,1106,293,467,1332
867,Q68,3,873,1132,845,1481
868,Q69,3,378,298,47,1465
869,Q70,3,679,432,1154,1421
870,Q71,3,643,94,549,1420
871,Q72,3,189,1059,782,1577
872,Q73,3,360,780,140,1230
873,Q74,3,665,544,52,1237
874,Q75,3,784,860,664,1595
875,Q76,3,867,290,289,1443
876,Q77,3,721,161,1117,1401
877,Q78,3,821,619,815,1394
878,Q79,3,214,411,232,1210
879,Q80,3,797,880,590,1264
880,Q81,3,558,484,970,1457
881,Q82,3,116,241,249,1247
882,Q83,3,814,585,171,1297
883,Q84,3,1189,339,1033,1360
884,Q85,3,35,306,1192,1439
885,Q86,3,1082,1105,472,1240
886,Q87,3,985,640,1018,1453
887,Q88,3,379,196,162,1483
888,Q89,3,949,413,971,1444
889,Q90,3,493,1031,678,1406
890,Q91,3,1134,766,888,1335
891,Q92,3,1180,91,552,1509
892,Q93,3,656,1149,454,1536
893,Q94,3,1058,994,603,1486
894,Q95,3,1003,499,582,1413
895,Q96,3,944,67,165,1364
896,Q97,3,961,269,897,1342
897,Q98,3,217,955,707,1428
898,Q99,3,898,808,350,1310
899,Q100,3,147,530,56,1412
900,Q101,3,598,36,673,1422
901,Q102,3,716,602,264,1275
902,Q103,3,141,421,318,1319
903,Q104,3,178,81,588,1564
904,Q105,3,891,728,630,1477
905,Q106,3,1191,452,353,1348
906,Q107,3,650,523,135,1495
907,Q108,3,927,347,313,1205
908,Q109,3,963,720,625,1276
909,Q110,3,333,929,448,1212
910,Q111,3,242,701,150,1248
911,Q112,3,159,456,1109,1557
912,Q113,3,85,374,167,1433
913,Q114,3,915,1061,7,1286
914,Q115,3,275,219,182,1589
915,Q116,3,943,533,896,1208
916,Q117,3,1074,239,591,1517
917,Q118,3,629,863,624,1350
918,Q119,3,688,278,1120,1498
919,Q120,3,571,49,1158,1456
920,Q121,3,274,849,332,1427
921,Q122,3,811,1073,669,1384
922,Q123,3,562,57,1186,1585
923,Q124,3,948,355,485,1334
924,Q125,3,401,24,357,1281
925,Q126,3,4,851,993,1215
926,Q127,3,738,1148,463,1533
927,Q128,3,1190,90,756,1429
928,Q129,3,30,163,765,1530
929,Q130,3,1188,253,224,1325
930,Q131,3,464,280,70,1400
931,Q132,3,471,442,882,1469
932,Q133,3,570,409,437,1545
933,Q134,3,1156,380,741,1339
934,Q135,3,576,389,908,1550
935,Q136,3,99,396,794,1488
936,Q137,3,1084,501,394,1265
937,Q138,3,648,583,1038,1268
938,Q139,3,34,651,243,1576
939,Q140,3,779,124,23,1282
940,Q141,3,2,188,972,1241
941,Q142,3,351,841,309,1586
942,Q143,3,1104,954,572,1385
943,Q144,3,324,92,307,1293
944,Q145,3,887,181,638,1303
945,Q146,3,1095,614,180,1547
946,Q147,3,461,604,930,1289
947,Q148,3,136,341,1171,1238
948,Q149,3,311,1000,610,1490
949,Q150,3,982,118,10,1298
950,Q151,3,1138,134,668,1559
951,Q152,3,1178,270,763,1554
952,Q153,3,876,247,872,1379
953,Q154,3,1126,95,584,1516
954,Q155,3,483,388,616,1343
955,Q156,3,830,556,634,1552
956,Q157,3,700,520,1024,1390
957,Q158,3,1195,32,692,1411
958,Q159,3,609,114,138,1573
959,Q160,3,25,737,1009,1246
960,Q161,3,281,1181,197,1520
961,Q162,3,903,1169,906,1214
962,Q163,3,885,8,68,1472
963,Q164,3,488,660,414,1201
964,Q165,3,382,190,857,1200
965,Q166,3,534,1193,1176,1368
966,Q167,3,804,777,877,1301
967,Q168,3,1110,158,1045,1371
968,Q169,3,746,107,1141,1222
969,Q170,3,164,474,924,1211
970,Q171,3,252,899,689,1502
971,Q172,3,430,507,864,1299
972,Q173,3,1101,933,286,1592
973,Q174,3,685,537,1115,1581
974,Q175,3,1055,1048,947,1537
975,Q176,3,22,226,1086,1304
976,Q177,3,18,1016,973,1256
977,Q178,3,436,1092,649,1376
978,Q179,3,984,564,82,1407
979,Q180,3,799,730,131,1506
980,Q181,3,977,403,1147,1347
981,Q182,3,279,555,964,1277
982,Q183,3,793,869,144,1378
983,Q184,3,589,44,662,1459
984,Q185,3,769,1122,654,1446
985,Q186,3,419,907,123,1416
986,Q187,3,1160,956,695,1425
987,Q188,3,338,325,342,1393
988,Q189,3,50,1155,615,1515
989,Q190,3,627,320,330,1408
990,Q191,3,244,206,476,1519
991,Q192,3,1100,66,601,1269
992,Q193,3,580,156,359,1419
993,Q194,3,20,957,816,1434
994,Q195,3,133,709,912,1283
995,Q196,3,502,126,98,1261
996,Q197,3,301,892,988,1216
997,Q198,3,1005,752,288,1560
998,Q199,3,514,329,26,1392
999,Q200,3,979,441,1036,1455
1000,Q201,3,346,764,41,1575
1001,Q202,3,125,508,248,1292
1002,Q203,3,775,529,74,1306
1003,Q204,3,263,407,742,1372
1004,Q205,3,451,304,633,1397
1005,Q206,3,216,88,340,1551
1006,Q207,3,862,415,559,1320
1007,Q208,3,950,494,1,1479
1008,Q209,3,774,612,1060,1287
1009,Q210,3,740,1089,667,1285
1010,Q211,3,781,211,715,1466
1011,Q212,3,1174,1071,670,1260
1012,Q213,3,554,179,706,1452
1013,Q214,3,772,251,384,1316
1014,Q215,3,577,294,978,1209
1015,Q216,3,646,1004,748,1389
1016,Q217,3,909,473,817,1555
1017,Q218,3,177,59,802,1482
1018,Q219,3,51,142,1090,1553
1019,Q220,3,1121,783,404,1252
1020,Q221,3,257,174,83,1582
1021,Q222,3,399,736,1021,1404
1022,Q223,3,661,974,859,1239
1023,Q224,3,567,96,266,1561
1024,Q225,3,151,850,1079,1423
1025,Q226,3,506,894,997,1512
1026,Q227,3,942,789,222,1449
1027,Q228,3,1145,61,397,1579
1028,Q229,3,945,112,1114,1232
1029,Q230,3,45,838,366,1352
1030,Q231,3,796,72,77,1398
1031,Q232,3,1040,1076,53,1318
1032,Q233,3,334,1067,846,1322
1033,Q234,3,101,115,1039,1588
1034,Q235,3,800,469,422,1431
1035,Q236,3,595,42,725,1351
1036,Q237,3,375,751,666,1249
1037,Q238,3,645,423,574,1534
1038,Q239,3,995,198,893,1291
1039,Q240,3,76,1130,364,1467
1040,Q241,3,861,93,176,1549
1041,Q242,3,659,870,1097,1424
1042,Q243,3,749,438,460,1361
1043,Q244,3,223,874,202,1296
1044,Q245,3,64,884,732,1462
1045,Q246,3,639,1075,73,1500
1046,Q247,3,15,840,550,1274
1047,Q248,3,879,1087,606,1399
1048,Q249,3,1165,455,699,1478
1049,Q250,3,128,938,1088,1331
1050,Q251,3,130,283,683,1396
1051,Q252,3,708,655,326,1327
1052,Q253,3,717,686,691,1213
1053,Q254,3,875,343,169,1341
1054,Q255,3,183,918,439,1541
1055,Q256,3,798,1014,727,1494
1056,Q257,3,790,1017,1085,1507
1057,Q258,3,354,813,434,1203
1058,Q259,3,348,735,1080,1584
1059,Q260,3,444,1057,762,1254
1060,Q261,3,424,524,871,1362
1061,Q262,3,292,976,1124,1323
1062,Q263,3,931,1111,310,1544
1063,Q264,3,205,246,712,1440
1064,Q265,3,1133,19,40,1476
1065,Q266,3,398,1070,465,1345
1066,Q267,3,209,671,373,1484
1067,Q268,3,807,132,200,1279
1068,Q269,3,818,447,663,1333
1069,Q270,3,1053,631,100,1548
1070,Q271,3,192,69,391,1491
1071,Q272,3,245,917,46,1308
1072,Q273,3,497,936,418,1493
1073,Q274,3,117,408,1142,1330
1074,Q275,3,705,541,79,1505
1075,Q276,3,392,75,503,1521
1076,Q277,3,297,759,1162,1278
1077,Q278,3,80,919,890,1229
1078,Q279,3,1144,966,386,1219
1079,Q280,3,642,376,1081,1508
1080,Q281,3,1034,677,729,1356
1081,Q282,3,785,370,1123,1525
1082,Q283,3,331,822,910,1202
1083,Q284,3,368,406,522,1359
1084,Q285,3,952,395,369,1529
1085,Q286,3,723,459,607,1587
1086,Q287,3,1027,981,989,1442
1087,Q288,3,420,990,312,1535
1088,Q289,3,560,1015,363,1572
1089,Q290,3,540,1136,84,1367
1090,Q291,3,295,593,153,1539
1091,Q292,3,233,230,1146,1382
1092,Q293,3,653,237,33,1259
1093,Q294,3,527,160,429,1263
1094,Q295,3,271,453,996,1363
1095,Q296,3,193,618,173,1596
1096,Q297,3,121,227,1072,1489
1097,Q298,3,531,757,475,1354
1098,Q299,3,868,337,213,1523
1099,Q300,3,1006,37,195,1312
1100,Q301,3,498,207,776,1532
1101,Q302,3,1179,745,1047,1569
1102,Q303,3,185,367,172,1358
1103,Q304,3,412,86,626,1257
1104,Q305,3,276,148,440,1562
1105,Q306,3,487,512,1054,1546
1106,Q307,3,166,865,837,1590
1107,Q308,3,393,154,613,1583
1108,Q309,3,1083,300,1102,1432
1109,Q310,3,941,1063,886,1315
1110,Q311,3,518,739,327,1448
1111,Q312,3,621,28,940,1340
1112,Q313,3,102,71,1099,1357
1113,Q314,3,828,285,538,1474
1114,Q315,3,110,445,842,1280
1115,Q316,3,1062,1135,680,1346
1116,Q317,3,492,951,505,1450
1117,Q318,3,345,803,761,1375
1118,Q319,3,277,377,433,1337
1119,Q320,3,969,194,103,1580
1120,Q321,3,805,962,212,1447
1121,Q322,3,694,410,265,1563
1122,Q323,3,1166,1198,273,1243
1123,Q324,3,1173,500,608,1374
1124,Q325,3,489,155,1041,1309
1125,Q326,3,792,983,427,1313
1126,Q327,3,1167,208,1030,1531
1127,Q328,3,78,824,636,1217
1128,Q329,3,922,1127,1113,1598
1129,Q330,3,315,490,986,1353
1130,Q331,3,16,321,1042,1228
1131,Q332,3,1199,228,622,1578
1132,Q333,3,833,203,416,1305
1133,Q334,3,526,187,62,1235
1134,Q335,3,1177,657,1035,1244
1135,Q336,3,1140,14,1129,1395
1136,Q337,3,1197,835,525,1311
1137,Q338,3,958,768,753,1223
1138,Q339,3,905,703,149,1497
1139,Q340,3,328,1056,58,1231
1140,Q341,3,547,267,856,1267
1141,Q342,3,519,143,322,1574
1142,Q343,3,1143,528,1032,1405
1143,Q344,3,365,521,509,1220
1144,Q345,3,999,9,381,1445
1145,Q346,3,847,713,829,1294
1146,Q347,3,975,201,831,1218
1147,Q348,3,215,935,186,1463
1148,Q349,3,1077,1064,536,1487
1149,Q350,3,1194,1019,901,1307
1150,Q351,3,832,704,1184,1373
1151,Q352,3,385,199,578,1475
1152,Q353,3,600,620,516,1381
1153,Q354,3,184,477,1182,1599
1154,Q355,3,336,771,581,1317
1155,Q356,3,175,361,303,1426
1156,Q357,3,481,426,443,1242
1157,Q358,3,734,579,916,1321
1158,Q359,3,240,1161,12,1518
1159,Q360,3,1175,1022,372,1365
1160,Q361,3,545,229,449,1409
1161,Q362,3,468,425,139,1224
1162,Q363,3,883,513,1153,1460
1163,Q364,3,548,635,1112,1387
1164,Q365,3,108,480,758,1470
1165,Q366,3,308,137,48,1522
1166,Q367,3,773,458,491,1510
1167,Q368,3,553,5,3,1383
1168,Q369,3,637,992,234,1438
1169,Q370,3,113,314,848,1504
1170,Q371,3,991,496,157,1565
1171,Q372,3,568,1183,587,1571
1172,Q373,3,795,684,1151,1258
1173,Q374,3,435,1091,1007,1288
1174,Q375,3,54,1163,119,1273
1175,Q376,3,546,1010,825,1556
1176,Q377,3,356,250,1013,1591
1177,Q378,3,747,428,852,1594
1178,Q379,3,987,1118,299,1250
1179,Q380,3,937,647,597,1542
1180,Q381,3,1187,510,532,1458
1181,Q382,3,218,1026,702,1207
1182,Q383,3,482,881,960,1480
1183,Q384,3,693,127,287,1526
1184,Q385,3,889,632,844,1437
1185,Q386,3,1066,319,323,1485
1186,Q387,3,402,696,390,1328
1187,Q388,3,1068,220,284,1417
1188,Q389,3,681,1001,1139,1430
1189,Q390,3,843,1044,238,1543
1190,Q391,3,557,535,770,1570
1191,Q392,3,1028,1152,1098,1513
1192,Q393,3,387,60,542,1410
1193,Q394,3,594,1094,1150,1369
1194,Q395,3,998,89,259,1402
1195,Q396,3,569,628,291,1355
1196,Q397,3,724,539,611,1326
1197,Q398,3,11,1049,743,1324
1198,Q399,3,1172,272,1159,1568
1199,Q400,3,1096,711,255,1461
1200,Q1,4,710,483,794,1263
1201,Q2,4,716,317,22,1416
1202,Q3,4,150,502,107,1554
1203,Q4,4,830,349,530,1387
1204,Q5,4,563,944,1176,1551
1205,Q6,4,571,968,23,1492
1206,Q7,4,1038,1037,603,1268
1207,Q8,4,63,929,619,1232
1208,Q9,4,555,565,6,1276
1209,Q10,4,10,274,993,1415
1210,Q11,4,897,556,1120,1353
1211,Q12,4,979,135,876,1223
1212,Q13,4,823,396,949,1381
1213,Q14,4,869,44,638,1586
1214,Q15,4,344,147,652,1585
1215,Q16,4,765,1046,896,1472
1216,Q17,4,816,1155,786,1418
1217,Q18,4,692,819,750,1527
1218,Q19,4,141,956,930,1285
1219,Q20,4,380,932,602,1509
1220,Q21,4,1103,430,609,1537
1221,Q22,4,614,419,1036,1362
1222,Q23,4,590,787,648,1447
1223,Q24,4,417,690,695,1303
1224,Q25,4,235,394,262,1446
1225,Q26,4,1082,342,939,1205
1226,Q27,4,264,279,1009,1323
1227,Q28,4,1191,247,1164,1385
1228,Q29,4,908,49,293,1203
1229,Q30,4,382,92,634,1426
1230,Q31,4,217,252,1188,1526
1231,Q32,4,549,91,65,1479
1232,Q33,4,797,1107,654,1398
1233,Q34,4,261,863,1018,1440
1234,Q35,4,972,1116,118,1210
1235,Q36,4,649,472,719,1523
1236,Q37,4,617,383,239,1320
1237,Q38,4,1092,923,767,1453
1238,Q39,4,191,849,707,1567
1239,Q40,4,244,537,82,1329
1240,Q41,4,814,8,163,1507
1241,Q42,4,853,623,1185,1236
1242,Q43,4,810,943,701,1301
1243,Q44,4,808,688,452,1328
1244,Q45,4,168,296,90,1258
1245,Q46,4,804,1003,1024,1379
1246,Q47,4,97,378,1115,1560
1247,Q48,4,189,350,301,1518
1248,Q49,4,105,411,866,1450
1249,Q50,4,520,778,534,1289
1250,Q51,4,1069,243,1158,1221
1251,Q52,4,280,281,0,1386
1252,Q53,4,899,580,903,1214
1253,Q54,4,573,1078,836,1262
1254,Q55,4,1106,320,109,1291
1255,Q56,4,225,431,812,1392
1256,Q57,4,181,965,1104,1321
1257,Q58,4,325,269,221,1412
1258,Q59,4,1012,791,152,1425
1259,Q60,4,964,589,721,1349
1260,Q61,4,799,224,18,1316
1261,Q62,4,1020,697,339,1494
1262,Q63,4,131,1050,839,1562
1263,Q64,4,624,809,1117,1588
1264,Q65,4,362,855,888,1539
1265,Q66,4,389,687,851,1298
1266,Q67,4,241,629,953,1410
1267,Q68,4,39,880,388,1438
1268,Q69,4,70,971,464,1345
1269,Q70,4,616,924,754,1318
1270,Q71,4,67,258,885,1360
1271,Q72,4,954,644,1110,1373
1272,Q73,4,811,601,1154,1596
1273,Q74,4,591,463,405,1401
1274,Q75,4,441,517,564,1572
1275,Q76,4,682,561,726,1436
1276,Q77,4,27,544,1086,1463
1277,Q78,4,576,779,782,1255
1278,Q79,4,662,159,446,1254
1279,Q80,4,911,307,558,1569
1280,Q81,4,514,499,275,1417
1281,Q82,4,306,752,145,1347
1282,Q83,4,504,585,582,1382
1283,Q84,4,769,232,1168,1370
1284,Q85,4,1141,249,760,1367
1285,Q86,4,1128,650,878,1461
1286,Q87,4,1029,450,902,1230
1287,Q88,4,219,333,1043,1315
1288,Q89,4,123,718,226,1434
1289,Q90,4,486,669,820,1363
1290,Q91,4,722,1125,488,1516
1291,Q92,4,17,206,178,1309
1292,Q93,4,676,401,1065,1441
1293,Q94,4,414,906,1059,1504
1294,Q95,4,124,409,678,1549
1295,Q96,4,1051,330,1131,1332
1296,Q97,4,1074,858,915,1579
1297,Q98,4,256,462,1058,1369
1298,Q99,4,111,689,140,1534
1299,Q100,4,592,815,1005,1331
1300,Q101,4,605,737,231,1457
1301,Q102,4,1016,242,801,1335
1302,Q103,4,1132,99,21,1338
1303,Q104,4,793,1157,374,1552
1304,Q105,4,1192,146,68,1247
1305,Q106,4,926,977,784,1429
1306,Q107,4,980,454,887,1474
1307,Q108,4,318,485,599,1211
1308,Q109,4,882,474,357,1564
1309,Q110,4,341,289,413,1556
1310,Q111,4,857,493,873,1400
1311,Q112,4,32,355,332,1532
1312,Q113,4,196,955,122,1292
1313,Q114,4,985,780,358,1257
1314,Q115,4,55,133,403,1206
1315,Q116,4,98,138,845,1501
1316,Q117,4,895,575,236,1350
1317,Q118,4,1178,630,165,1456
1318,Q119,4,947,515,1160,1241
1319,Q120,4,552,788,161,1261
1320,Q121,4,144,24,660,1275
1321,Q122,4,562,854,335,1521
1322,Q123,4,1109,1031,959,1580
1323,Q124,4,675,566,214,1299
1324,Q125,4,204,470,640,1544
1325,Q126,4,1171,1122,841,1533
1326,Q127,4,709,1170,313,1249
1327,Q128,4,4,66,627,1346
1328,Q129,4,47,668,615,1344
1329,Q130,4,927,134,1023,1240
1330,Q131,4,254,421,658,1464
1331,Q132,4,56,94,170,1352
1332,Q133,4,731,877,907,1226
1333,Q134,4,1108,984,188,1281
1334,Q135,4,744,298,437,1228
1335,Q136,4,1033,891,13,1452
1336,Q137,4,270,43,720,1543
1337,Q138,4,921,827,900,1528
1338,Q139,4,925,466,507,1306
1339,Q140,4,700,860,1002,1538
1340,Q141,4,20,282,457,1216
1341,Q142,4,867,309,746,1404
1342,Q143,4,904,656,1126,1252
1343,Q144,4,290,210,1134,1496
1344,Q145,4,1156,920,379,1522
1345,Q146,4,673,467,351,1413
1346,Q147,4,755,892,733,1326
1347,Q148,4,1055,34,533,1422
1348,Q149,4,604,588,29,1391
1349,Q150,4,643,572,360,1342
1350,Q151,4,353,511,523,1267
1351,Q152,4,2,766,598,1251
1352,Q153,4,685,1073,126,1288
1353,Q154,4,156,129,167,1535
1354,Q155,4,933,286,570,1220
1355,Q156,4,714,36,961,1587
1356,Q157,4,864,31,665,1390
1357,Q158,4,442,898,698,1215
1358,Q159,4,95,81,1196,1366
1359,Q160,4,432,288,106,1334
1360,Q161,4,928,1149,1147,1371
1361,Q162,4,551,1011,596,1389
1362,Q163,4,1045,38,329,1330
1363,Q164,4,436,305,543,1477
1364,Q165,4,967,1101,1169,1467
1365,Q166,4,136,338,1025,1478
1366,Q167,4,679,1189,190,1484
1367,Q168,4,948,982,52,1372
1368,Q169,4,1095,1000,738,1420
1369,Q170,4,610,7,316,1503
1370,Q171,4,479,495,970,1459
1371,Q172,4,806,347,914,1409
1372,Q173,4,253,352,278,1304
1373,Q174,4,1195,651,1190,1476
1374,Q175,4,25,946,30,1378
1375,Q176,4,912,26,1093,1583
1376,Q177,4,641,324,359,1421
1377,Q178,4,50,583,104,1493
1378,Q179,4,913,171,1193,1423
1379,Q180,4,1148,197,586,1403
1380,Q181,4,114,164,471,1525
1381,Q182,4,1137,674,973,1209
1382,Q183,4,664,988,821,1396
1383,Q184,4,934,260,777,1495
1384,Q185,4,1119,584,302,1491
1385,Q186,4,1180,728,834,1511
1386,Q187,4,461,268,182,1565
1387,Q188,4,625,994,311,1388
1388,Q189,4,1084,756,763,1590
1389,Q190,4,87,963,35,1581
1390,Q191,4,501,158,484,1460
1391,Q192,4,478,85,1052,1395
1392,Q193,4,1181,872,371,1510
1393,Q194,4,1138,730,162,1466
1394,Q195,4,120,826,448,1458
1395,Q196,4,741,957,1061,1433
1396,Q197,4,57,456,400,1286
1397,Q198,4,1186,1105,1008,1282
1398,Q199,4,672,1048,180,1405
1399,Q200,4,116,1100,476,1357
1400,Q201,4,868,272,1071,1557
1401,Q202,4,291,1123,1014,1280
1402,Q203,4,480,132,1001,1256
1403,Q204,4,458,1198,100,1547
1404,Q205,4,222,1032,712,1277
1405,Q206,4,41,1165,60,1265
1406,Q207,4,1041,1042,1064,1499
1407,Q208,4,1085,587,1054,1553
1408,Q209,4,426,715,940,1512
1409,Q210,4,287,246,989,1343
1410,Q211,4,508,751,998,1550
1411,Q212,4,84,213,732,1359
1412,Q213,4,1026,919,764,1308
1413,Q214,4,173,749,361,1290
1414,Q215,4,832,62,58,1213
1415,Q216,4,1027,837,263,1300
1416,Q217,4,283,509,655,1598
1417,Q218,4,460,745,1080,1273
1418,Q219,4,802,251,498,1546
1419,Q220,4,199,438,1075,1341
1420,Q221,4,435,179,772,1505
1421,Q222,4,951,1150,527,1376
1422,Q223,4,870,550,198,1245
1423,Q224,4,209,1006,696,1427
1424,Q225,4,149,184,496,1375
1425,Q226,4,725,910,600,1269
1426,Q227,4,169,53,1112,1394
1427,Q228,4,521,743,481,1336
1428,Q229,4,942,918,790,1570
1429,Q230,4,978,538,1028,1302
1430,Q231,4,86,1019,1153,1327
1431,Q232,4,1090,541,451,1582
1432,Q233,4,1063,818,747,1411
1433,Q234,4,717,594,1177,1217
1434,Q235,4,227,684,781,1319
1435,Q236,4,757,398,1113,1239
1436,Q237,4,407,774,368,1468
1437,Q238,4,233,207,449,1274
1438,Q239,4,916,828,194,1229
1439,Q240,4,200,798,240,1354
1440,Q241,4,422,805,73,1225
1441,Q242,4,884,825,681,1264
1442,Q243,4,74,101,469,1272
1443,Q244,4,492,846,250,1202
1444,Q245,4,465,1056,807,1437
1445,Q246,4,223,406,177,1548
1446,Q247,4,1072,686,276,1573
1447,Q248,4,375,1127,516,1260
1448,Q249,4,440,408,848,1231
1449,Q250,4,1015,427,259,1540
1450,Q251,4,622,822,532,1514
1451,Q252,4,393,336,547,1333
1452,Q253,4,917,506,455,1465
1453,Q254,4,607,1175,840,1283
1454,Q255,4,500,606,950,1224
1455,Q256,4,175,257,771,1487
1456,Q257,4,354,667,1030,1374
1457,Q258,4,642,581,195,1576
1458,Q259,4,59,143,9,1384
1459,Q260,4,183,397,847,1515
1460,Q261,4,1040,1159,429,1508
1461,Q262,4,1067,255,792,1393
1462,Q263,4,1007,327,228,1377
1463,Q264,4,110,758,770,1287
1464,Q265,4,245,935,75,1451
1465,Q266,4,322,410,439,1380
1466,Q267,4,597,384,997,1578
1467,Q268,4,503,987,54,1355
1468,Q269,4,1087,71,300,1234
1469,Q270,4,663,1099,385,1383
1470,Q271,4,1049,768,708,1517
1471,Q272,4,999,705,229,1278
1472,Q273,4,297,1152,753,1500
1473,Q274,4,1194,445,308,1485
1474,Q275,4,677,392,215,1591
1475,Q276,4,952,983,1057,1207
1476,Q277,4,729,865,319,1337
1477,Q278,4,459,813,1076,1471
1478,Q279,4,881,1097,489,1432
1479,Q280,4,473,453,536,1238
1480,Q281,4,1182,1129,966,1531
1481,Q282,4,974,366,800,1449
1482,Q283,4,1017,218,1088,1571
1483,Q284,4,142,608,990,1313
1484,Q285,4,1136,922,969,1530
1485,Q286,4,1083,785,443,1428
1486,Q287,4,12,113,343,1307
1487,Q288,4,1034,783,271,1397
1488,Q289,4,871,1118,1172,1361
1489,Q290,4,540,482,1044,1233
1490,Q291,4,803,703,14,1358
1491,Q292,4,315,166,671,1489
1492,Q293,4,539,635,937,1406
1493,Q294,4,579,653,546,1243
1494,Q295,4,735,567,395,1470
1495,Q296,4,578,574,683,1502
1496,Q297,4,723,363,497,1589
1497,Q298,4,5,890,1183,1568
1498,Q299,4,628,889,337,1402
1499,Q300,4,40,875,742,1506
1500,Q301,4,447,958,975,1324
1501,Q302,4,185,1004,314,1469
1502,Q303,4,265,844,734,1424
1503,Q304,4,633,996,524,1259
1504,Q305,4,64,386,661,1520
1505,Q306,4,356,762,702,1597
1506,Q307,4,739,941,1089,1455
1507,Q308,4,833,1135,528,1595
1508,Q309,4,377,153,1013,1340
1509,Q310,4,112,328,761,1296
1510,Q311,4,130,216,220,1475
1511,Q312,4,1053,331,96,1244
1512,Q313,4,238,125,237,1592
1513,Q314,4,157,46,312,1473
1514,Q315,4,1179,208,1081,1235
1515,Q316,4,1022,364,691,1542
1516,Q317,4,694,404,838,1399
1517,Q318,4,102,704,613,1414
1518,Q319,4,936,1060,945,1529
1519,Q320,4,117,201,835,1325
1520,Q321,4,72,843,1079,1513
1521,Q322,4,1143,637,45,1305
1522,Q323,4,680,154,1130,1339
1523,Q324,4,1166,1142,817,1443
1524,Q325,4,513,992,121,1204
1525,Q326,4,976,518,248,1227
1526,Q327,4,310,127,1145,1574
1527,Q328,4,569,192,391,1201
1528,Q329,4,11,1098,931,1448
1529,Q330,4,160,292,525,1594
1530,Q331,4,647,321,1070,1490
1531,Q332,4,119,1197,294,1248
1532,Q333,4,51,295,1173,1242
1533,Q334,4,491,960,1010,1444
1534,Q335,4,593,176,346,1222
1535,Q336,4,706,938,736,1419
1536,Q337,4,1121,795,776,1312
1537,Q338,4,554,284,415,1284
1538,Q339,4,108,861,1035,1483
1539,Q340,4,531,79,428,1365
1540,Q341,4,424,1039,477,1408
1541,Q342,4,412,1199,659,1488
1542,Q343,4,711,42,211,1566
1543,Q344,4,901,789,560,1317
1544,Q345,4,78,1114,1139,1442
1545,Q346,4,748,645,1163,1297
1546,Q347,4,83,618,490,1237
1547,Q348,4,595,1184,657,1481
1548,Q349,4,77,475,205,1364
1549,Q350,4,850,611,48,1279
1550,Q351,4,879,420,759,1445
1551,Q352,4,15,266,986,1295
1552,Q353,4,76,666,381,1430
1553,Q354,4,1021,773,577,1563
1554,Q355,4,796,340,468,1253
1555,Q356,4,387,724,522,1218
1556,Q357,4,69,893,510,1212
1557,Q358,4,137,93,852,1545
1558,Q359,4,212,636,367,1599
1559,Q360,4,1146,202,402,1246
1560,Q361,4,1133,128,433,1351
1561,Q362,4,37,151,444,1498
