text,label,translated
it's just one exam . Can you re-take the exam ?,9,그냥 한 번의 시험일 뿐이야. 너는 시험을 다시 볼 수 있니?
Did you see the woman that just left my office ?,9,방금 내 사무실에서 나간 여자 봤어요?
"Sure , Liv , what can I do for you ?",9,"물론이죠, 리브, 무엇을 도와드릴까요?"
"oh , they are pancakes , hollowed sesame buns , scallions , cucumbers and oisin sauce . I will show you how to make one .",9,"오, 그것들은 팬케이크, 속이 빈 참깨빵, 파, 오이 그리고 오이 소스이다. 제가 만드는 법을 알려드릴게요."
Wow ! Where's the treasure ?,9,와! 보물은 어디 있지?
I've been told about something called Southern Fund . How can I buy it ?,9,나는 Southern Fund라고 불리는 것에 대해 들었다. 어떻게 살 수 있나요?
I have a taste for something sweet .,9,나는 달콤한 것을 좋아한다.
He said that he had a really bad cold .,9,그는 감기가 정말 심하게 걸렸다고 말했다.
"Oh , I see . I think the older generation tend to think in a different way .",9,"아, 그래. 나는 기성세대들이 다른 방식으로 생각하는 경향이 있다고 생각한다."
It ’ s a bad idea to drink a combination of alcoholic drinks . You should stick with one for the whole evening .,9,술을 섞어 마시는 것은 좋지 않다. 저녁 내내 술을 끊지 말고 마셔야 한다.
"Hey , it is ! A lot of people like that movie !",9,"야, 맞아! 많은 사람들이 그 영화를 좋아해!"
You'll check it out anyway you want . You can take it to a garage .,9,네가 원하는 대로 확인할 수 있을 거야. 당신은 그것을 차고에 가져갈 수 있다.
"I see myself as an encourager . Of course , sales can be quite competitive and sometimes people in this field have a secret desire for others to fail . In my last job , each representative handled",9,"나는 나 자신을 격려하는 사람으로 본다. 물론, 판매는 꽤 경쟁적일 수 있고 때때로 이 분야의 사람들은 다른 사람들이 실패하기를 바라는 은밀한 욕망을 가지고 있다. 내 지난 직장에서, 각 대표가 처리한 것은"
All right . I'll just have the cut and perm today .,9,좋아요. 오늘은 커트랑 파마만 할게요.
"I can't , I have to go to the gym .",9,"안돼요, 체육관에 가야 해요."
They're also one of the richest couples . They have so much money and they can buy almost anything they want .,9,그들은 또한 가장 부유한 커플 중 하나이다. 그들은 매우 많은 돈을 가지고 있고 그들은 그들이 원하는 거의 모든 것을 살 수 있다.
I'd like to get this prescription filled .,9,이 처방전을 조제하고 싶습니다.
"No , I ’ m afraid not .",9,"아니요, 안 될 것 같아요."
"This is your luggage check , which you must show when you disembark at your destination , and here is your boarding pass and your ticket .",9,"이것은 목적지에서 내릴 때 반드시 보여주셔야 하는 수하물표이며, 여기 탑승권과 티켓이 있습니다."
Sure . It's 5:10 PM .,9,그럼요. 지금 5시 10분이에요.
Can we adjust the pitch a little ? Maybe he'll sound better in a higher key .,9,음정을 조금 조정할 수 있을까요? 아마 그는 높은 음조로 더 잘 들릴 것이다.
You think it looks nice ?,9,멋있다고 생각해요?
"With everything , with everybody , with all this !",9,"모든 것들, 모든 사람들, 이 모든 것들!"
What is your major going to be ?,9,당신의 전공은 무엇이 될 것입니까?
I'm afraid yes . But what about the data I stored in the computer ?,9,네. 그런데 제가 컴퓨터에 저장한 자료는 어떻게 하죠?
What do you need me for ?,9,내가 왜 필요해?
"You can buy things at post office that were never sold there before . You can buy sweets and chocolates , newspapers , birthday and Christmas cards ...",9,"당신은 우체국에서 전에는 팔지 않았던 물건들을 살 수 있다. 당신은 사탕과 초콜릿, 신문, 생일 그리고 크리스마스 카드를 살 수 있다..."
Have you any particular color in mind ?,9,특별히 마음에 두고 있는 색이 있나요?
Ok . Take the Underground ( the Circle line ) to High Street Kensington . Make sure you take the High Street Kensington exit .,9,알겠습니다. 지하철(써클 선)을 타고 하이 스트리트 켄징턴으로 가십시오. 하이 스트리트 켄징턴 출구로 나가십시오.
7:00 in my staying hotel .,9,7시에 내가 묵는 호텔에서.
"Yes , they do .",9,"네, 그렇습니다."
"Yes , let me have this roast beef special .",9,"네, 이 로스트 비프 스페셜로 주세요."
"Well , I'm setting my watch at four . Thank you .",9,"음, 나는 시계를 4시에 맞출 거야. 감사해요."
"So I should write my strengths in the introductory letter , especially those related to the work .",9,"그래서 소개장에 제 장점, 특히 업무와 관련된 장점을 적어야 합니다."
"When I finish , what should I do then ?",9,"내가 끝나면, 나는 무엇을 해야 하나요?"
Three months .,9,3개월.
Yes . That ’ s fine . We can book you a private room for up to ten people at that time . Could you give me your name please ?,9,네. 괜찮습니다. 그 시간에 10명까지 가능한 개인실을 예약해드릴 수 있습니다. 성함을 말씀해주시겠어요?
Someone you're living with .,9,같이 사는 사람 말이야.
"Sometimes that ’ s true , but not usually . Most feds are honest , hard-working professionals . It ’ s hard to keep highly trained people , so the pay and working conditions have to be attractive .",9,"때때로 그것은 사실이지만, 보통은 아니다. 대부분의 연방 수사관들은 정직하고 열심히 일하는 전문가들이다. 고도의 훈련을 받은 사람들을 유지하는 것은 어렵기 때문에, 급여와 근무 조건은 매력적이어야 한다."
"Sir , are you sure you haven't seen the same silverfish nine times ?",9,"선생님, 같은 은어를 9번이나 본 적이 없다고 확신하십니까?"
In about 25 minutes .,9,약 25분 후에요.
"Hey , don't shout . Come here ! Sit closer . Now , Jim , we ’ Ve had a lovely day . Don't spoil it now .",9,"이봐, 소리 지르지 마. 이리 와! 가까이 앉아. 자, 짐, 우리는 멋진 하루를 보냈어. 지금 망치지 마."
I've got it . I like the sound of stepping on the snow very much .,9,알겠습니다. 저는 눈 밟는 소리가 너무 좋아요.
I need job security .,9,직업 안정이 필요해요.
"Well , let's see.Why don't we go dancing for a change ? We haven't done that for a long time .",9,"글쎄요, 어디 봅시다.기분 전환으로 춤추러 가는 게 어때요? 우리는 오랫동안 그것을 하지 않았다."
"Oh , I thought you said Laura . Sorry about that . This is the right number , but Heather's not here right now .",9,"오, 로라라고 말한 줄 알았어요. 미안해요. 이 번호가 맞는데 헤더는 지금 여기 없어요."
"If you like the outside , you are going to really love the inside .",9,"만약 여러분이 외부를 좋아한다면, 여러분은 내부를 정말로 사랑하게 될 것입니다."
But it went by fast . It was interesting .,9,하지만 그것은 빠르게 지나갔다. 그건 흥미로웠어.
I see . How long will you need it ?,9,그렇군요. 언제까지 필요하신가요?
"We really appreciate your efforts . Before we go to the core of matter , can you give us some idea of them on which you would be willing to operate as our agent ?",9,"우리는 당신의 노력에 정말 감사드립니다. 우리가 문제의 핵심으로 들어가기 전에, 당신이 우리의 대리인으로서 기꺼이 일할 수 있는 그것들에 대해 우리에게 몇 가지 아이디어를 줄 수 있습니까?"
I'm sorry I've already gone through my paycheck for the week .,9,미안하지만 나는 이미 이번 주 월급을 다 써버렸다.
I ’ d appreciate that .,9,그렇게 해주시면 감사합니다.
You are still wet behind the ears . You should have seen through her .,9,당신은 아직 젖었어요. 당신은 그녀를 꿰뚫어 봤어야 했어요.
Every five minutes .,9,5분마다요.
"Well , then , is it convenient to leave your phone number so that I can inform you as soon as we restock it ?",9,"음, 그럼 재입고되는 대로 알려드릴 수 있도록 전화번호를 남겨두는 게 편할까요?"
"Ha ha , come on ! Well , I ’ Ve been watching what I eat , and working out three times a week . By the way , I heard your son recently graduated !",9,"하하, 그러지 마! 음, 나는 내가 먹는 것을 보고 있고, 일주일에 세 번 운동을 하고 있어. 그나저나, 네 아들이 최근에 졸업했다고 들었어!"
"Have a wallet size print made for me , too .",9,나도 지갑 사이즈 프린트 해줘.
I'll have that taken care of immediately .,9,저는 그것을 즉시 처리하도록 하겠습니다.
What's combined transportation ?,9,복합 교통수단이 뭐죠?
what did you do ?,9,뭘 했는데요?
Smells like you're baking something . What are those ?,9,뭔가 굽는 것 같은 냄새가 나요. 저것들은 무엇인가요?
How long are you staying here ?,9,여기 얼마나 오랫동안 머무실 건가요?
I think is looks great . I really like the light colors you have chosen . The pictures are nice too . Did you buy any new furniture ?,9,나는 그것이 멋져 보인다고 생각한다. 저는 당신이 선택한 밝은 색이 정말 마음에 들어요. 사진도 좋아요. 새 가구 샀나요?
"It starts at one and yea , let's meet there . It's the cinema on the corner of Lincoln and Main .",9,"1시부터 시작해요, 거기서 만납시다. 링컨 가와 메인 가 모퉁이에 있는 영화관이에요."
My cable has been out for the past week or so .,9,내 케이블이 지난 일주일 정도 나갔다.
"Sorry , I don't understand . What does that mean ?",9,"미안해요, 이해가 안 돼요. 그게 무슨 의미죠?"
Do you have anything to declare ?,9,신고하실 물건이 있나요?
Have you ever climbed the mountain before ?,9,당신은 전에 그 산에 오른 적이 있습니까?
You said you never went to hospital .,9,병원에 가본 적이 없다고 했잖아요.
"( after a while ) Good afternoon , Mrs . Smith . I called you just now .",9,"(잠시 후) 좋은 오후입니다, 스미스 부인. 방금 전화드렸습니다."
My hair looks awful .,9,내 머리 모양이 엉망이야.
That ’ s 850 grams . The coasts depends on how you would like to send it .,9,850그램입니다. 해안은 당신이 그것을 어떻게 보내고 싶은지에 달려 있다.
That should work . I ’ ll see you tomorrow when you return to work .,9,그러면 되겠군요. 내일 당신이 일에 복귀할 때 뵙겠습니다.
"Yes . And don't forget to list them by date . Besides , you should begin with the most recent and then move backward .",9,네. 그리고 날짜별로 나열하는 것도 잊지 마세요. 게다가 가장 최근의 것부터 시작해서 뒤로 가야 해요.
Do you know what you will be doing yet ?,9,당신은 당신이 무엇을 할지 벌써 알고 있나요?
"Give me your water and electricity bills , please .",9,수도요금과 전기요금을 주세요.
"Such bad luck , 200 yuan was stolen by a thief on the bus today .",9,오늘 버스에서 200위안을 도둑에게 도둑맞았다.
What perfect timing !,9,정말 완벽한 타이밍이군요!
It's $ 25 .,9,25달러입니다.
What's it like to work with her ?,9,그녀와 일하는 건 어때요?
"Excuse me . In this museum , you are not supposed to take pictures .",9,실례합니다. 이 박물관에서는 사진을 찍으면 안 됩니다.
"Well , ' Terminator ' is a really great action movie , and I like action movies because they're exciting .",9,"글쎄, '터미네이터'는 정말 훌륭한 액션 영화야. 그리고 나는 액션 영화가 재미있기 때문에 좋아해."
Here it is . It ’ s really hard to find a shopping cart at this moment .,9,여기 있어요. 지금 쇼핑 카트를 찾는 것은 정말 어렵다.
"You could always get a burger , and I can get a pizza .",9,"너는 항상 버거를 살 수 있고, 나는 피자를 살 수 있다."
"Thanks , bye .",9,"고마워요, 안녕."
Any drinks ?,9,마실 거 있어요?
"Long-distance race , dash , hurdle race , relay race , standing long jump , high jump , shotput and so on .",9,"장거리 경주, 달리기, 허들 경주, 계주, 제자리멀리뛰기, 높이뛰기, 포환던지기 등등."
What made you decide to join our company ?,9,우리 회사에 입사하게 된 계기는 무엇입니까?
Don't worry.The bus will arrive soon .,9,걱정 마세요.버스가 곧 도착할 것이다.
"You're going to have coffee , aren't you ?",9,"너 커피 마실 거야, 그렇지?"
"sure it will . Oh , no , it's seven fifteen already . I'm going to be late for my date .",9,"물론 그럴 것이다. 아, 아니요, 벌써 7시 15분이에요. 데이트에 늦을 것 같아요."
Give me a short haircut .,9,머리를 짧게 잘라 주세요.
And then I just sign here ? You're right ! It certainly is simple and extremely convenient .,9,그럼 여기에 서명하면 되는 거야? 네 말이 맞아! 그것은 확실히 간단하고 매우 편리해.
"I left it two months ago . I didn't think I could learn much there , and there were not many opportunities for self-development .",9,"두 달 전에 두고 왔어요. 그곳에서 많은 것을 배울 수 있을 것 같지도 않았고, 자기계발의 기회도 많지 않았다."
"At a formal dinner , you wait for your hostess to put hers on her lap first .",9,"정식 만찬에서, 당신은 당신의 여주인이 먼저 그녀의 무릎 위에 올려놓기를 기다립니다."
This is my friend Jenny .,9,이 사람은 내 친구 제니야.
"Mine are wet , too .",9,내 것도 젖었어.
I thought so . I felt dizzy this morning .,9,그런 줄 알았어요. 오늘 아침에 어지러웠어요.
Do you know where she went ?,9,그 여자가 어디 갔는지 아십니까?
No . That ’ s fine .,9,"아뇨, 괜찮아요."
"But of course ! Well , it ’ s been great talking to you , but I have to get going .",9,물론이지! 너랑 얘기해서 좋았어. 하지만 난 이만 가봐야겠어.
"You are studying here , aren ’ t you ?",9,"당신은 여기서 공부하고 있군요, 그렇죠?"
How is the new product ?,9,신제품은 어떻습니까?
The binders have current local jobs listings and the computer jobs lists are good too . Understand ?,9,바인더에는 현재 로컬 작업 목록이 있고 컴퓨터 작업 목록도 좋습니다. 아시겠어요?
"Oh , well . It was fun to be the winner . But ... it's too big . I must be an extra small in the States .",9,"오, 그럼. 우승자가 되는 것은 재미있었다. 하지만... 너무 커요. 나는 미국에서 아주 작은 사람임에 틀림없다."
"I find it really hard to express myself in class . I have lots of ideas , but they never seem to come out of my mouth .",9,"나는 수업시간에 내 자신을 표현하는 것이 정말 어렵다는 것 같아. 나는 많은 아이디어가 있지만, 그것들은 결코 내 입에서 나오는 것 같지 않다."
You owe $ 235.13 in fees .,9,당신은 235.13달러의 수수료를 내야 합니다.
What time does it start ?,9,그것은 몇 시에 시작합니까?
Laura .,9,로라.
"I really want to take the communication class , but I don't know if it will be available .",9,커뮤니케이션 수업을 꼭 듣고 싶은데 가능할지 모르겠어요.
"Even though I really like it , it's just too modern for me .",9,"비록 내가 그것을 정말 좋아하지만, 그것은 나에게 너무 현대적이다."
would you like to go to skating ? I was thinking of going out to the - - Saturday . It's great up there . Would you like to go with me ?,9,스케이트 타러 갈래? 나는 토요일에 외출할 생각이었다. 거기 너무 좋아요. 저랑 같이 가실래요?
Could you tell me what the exchange rate for USD is today ?,9,오늘 USD 환율이 얼마인지 알려주실 수 있나요?
"It's your blood pressure , I'm afraid . It's far too high .",9,유감스럽게도 당신의 혈압입니다. 너무 높아요.
"Your estimated is seems a little high to me , we're willing to pay $ 80 per unit .",9,"당신의 견적은 제가 보기에 좀 비싼 것 같습니다, 한 개당 80달러를 지불할 용의가 있습니다."
Good evening ! This is Mr . Smith in room 609 .,9,안녕하세요! 609호실의 스미스입니다.
"Well , you have to take the bad with the good .",9,"음, 나쁜 것은 좋은 것과 함께 가져가야 해요."
I came to this lab to have my blood drawn .,9,피를 뽑으러 이 실험실에 왔어요.
"10 days . When I get back , I still have two days to go before work . Isn ’ t that great ?",9,"10일. 내가 돌아오면, 나는 아직 퇴근하기 이틀 남았어. 좋지?"
Which link ?,9,어떤 링크?
It's not my fault .,9,내 잘못이 아니야.
I agree with you in this way . But how often do you go to work or shopping per week ?,9,나는 이런 점에서 너의 의견에 동의한다. 하지만 일주일에 얼마나 자주 직장에 가거나 쇼핑을 하나요?
I'm going to be doing a lot of extra reading .,9,나는 많은 여분의 독서를 할 것이다.
"What kind of life do you prefer , city life or country life ?",9,당신은 도시생활과 시골생활 중에 어떤 종류의 삶을 선호하나요?
I am not sure . What are you doing ?,9,잘 모르겠어요. 뭐하고 있어?
"Ahh , I was not available last Sunday . I was too busy almost as much as you .",9,"아, 나는 지난 일요일에 시간이 없었어. 나도 너만큼 너무 바빴어."
"It's a bit of a problem situation , actually ... you see , our company has a Corporate Account with you , but unfortunately , we've been experiencing cash flow problems recently .",9,"좀 문제가 있는 상황이에요, 사실은... 알다시피, 우리 회사는 당신과 법인 계좌를 가지고 있지만, 불행히도, 우리는 최근에 현금 흐름 문제를 겪고 있습니다."
"Well , that is easy ! It sure beats waiting in line for ages waiting to deal with a real person !",9,"음, 그건 쉬워요! 그것은 진짜 사람을 상대하기 위해 오랫동안 줄을 서서 기다리는 것보다 확실히 더 낫다!"
Here you are . Take one at a time .,9,여기 있습니다. 한 번에 하나씩 드세요.
I ’ ll say .,9,뭐랄까요.
"Hi , Steven , welcome to join us !",9,"안녕, 스티븐, 우리와 함께한 것을 환영해!"
We should take the red line . Let's get the tickets at the automatic vending Machine .,9,우리는 빨간 선을 타야 한다. 자동판매기에서 표를 사자.
You can always spot the newbies . I can give you a few pointers if you want . Were you trying to use this machine here ?,9,너는 항상 신인들을 발견할 수 있다. 원한다면 몇 가지 조언을 해줄 수 있어요. 당신은 여기서 이 기계를 사용하려고 했습니까?
All right . Can I serve you anything else ?,9,알겠습니다. 더 필요하신 건 없으신가요?
Does Tom drink a lot ?,9,톰은 술을 많이 마시니?
Really ? I can ’ t believe you actually found an apartment in the ads .,9,정말? 광고에서 아파트를 찾았다니 믿을 수가 없어요.
"Not to me , I wouldn't be caught dead in that .",9,"내가 보기엔, 난 그런 일을 당하지 않을 거야."
"Yes , it ’ s half price . It ’ s supposed to be too large--that ’ s the fashion .",9,"네, 반값입니다. 이건 너무 커야 돼. 그게 유행이야."
The radio has brought us lots of convenience .,9,라디오는 우리에게 많은 편의를 가져다 주었다.
Have you every given money to any of the charities that take care of animals .,9,동물을 돌보는 자선단체에 돈을 기부한 적이 있나요.
